longitude,latitude,altitude,iteration
44.96383,-1.10359,10.0,2
44.96383,-1.10248,10.0,2
44.96383,-1.10138,10.0,2
44.96383,-1.10027,10.0,2
44.96383,-1.09916,11.081186294555664,2
44.96383,-1.09805,14.516056060791016,2
44.96383,-1.09695,19.387163162231445,2
44.96383,-1.09584,22.46921730041504,2
44.96383,-1.09473,20.931472778320312,2
44.96383,-1.09362,16.718217849731445,2
44.96383,-1.09252,15.927330017089844,2
44.96383,-1.09141,15.276450157165527,2
44.96383,-1.0903,14.788541793823242,2
44.96383,-1.0892,15.004240036010742,2
44.96383,-1.08809,14.556005477905273,2
44.96383,-1.08698,14.510000228881836,2
44.96383,-1.08587,14.718348503112793,2
44.96383,-1.08477,15.256256103515625,2
44.96383,-1.08366,15.619327545166016,2
44.96383,-1.08255,16.328956604003906,2
44.96383,-1.08144,16.20179557800293,2
44.96383,-1.08034,17.08814239501953,2
44.96383,-1.07923,18.0128231048584,2
44.96383,-1.07812,19.340534210205078,2
44.96383,-1.07702,20.266965866088867,2
44.96383,-1.07591,20.253305435180664,2
44.96383,-1.0748,20.896425247192383,2
44.96383,-1.07369,20.914989471435547,2
44.96383,-1.07259,18.4689998626709,2
44.96383,-1.07148,17.502788543701172,2
44.96383,-1.07037,18.44504737854004,2
44.96383,-1.06926,19.687746047973633,2
44.96383,-1.06816,20.257343292236328,2
44.96383,-1.06705,19.1994571685791,2
44.96383,-1.06594,19.18609619140625,2
44.96383,-1.06483,20.214693069458008,2
44.96383,-1.06373,19.682600021362305,2
44.96383,-1.06262,18.57884979248047,2
44.96383,-1.06151,19.238750457763672,2
44.96383,-1.06041,19.717992782592773,2
44.96383,-1.0593,19.924638748168945,2
44.96383,-1.05819,20.01677703857422,2
44.96383,-1.05708,19.91319465637207,2
44.96383,-1.05598,20.076095581054688,2
44.96383,-1.05487,21.355117797851562,2
44.96383,-1.05376,23.913503646850586,2
44.96383,-1.05265,26.526620864868164,2
44.96383,-1.05155,27.049711227416992,2
44.96383,-1.05044,27.98296356201172,2
44.96383,-1.04933,27.289073944091797,2
44.96383,-1.04823,25.334104537963867,2
44.96383,-1.04712,23.220157623291016,2
44.96383,-1.04601,23.53333854675293,2
44.96383,-1.0449,23.98998260498047,2
44.96383,-1.0438,24.62290382385254,2
44.96383,-1.04269,24.11777687072754,2
44.96383,-1.04158,21.38136100769043,2
44.96383,-1.04047,23.018285751342773,2
44.96383,-1.03937,25.23509407043457,2
44.96383,-1.03826,25.383878707885742,2
44.96383,-1.03715,22.31040382385254,2
44.96383,-1.03605,21.552688598632812,2
44.96383,-1.03494,22.090301513671875,2
44.96383,-1.03383,24.035310745239258,2
44.96383,-1.03272,24.57076072692871,2
44.96383,-1.03162,23.436803817749023,2
44.96383,-1.03051,23.33477020263672,2
44.96383,-1.0294,23.321916580200195,2
44.96383,-1.02829,23.78704261779785,2
44.96383,-1.02719,23.911319732666016,2
44.96383,-1.02608,24.25965118408203,2
44.96383,-1.02497,23.15970230102539,2
44.96383,-1.02387,24.700510025024414,2
44.96383,-1.02276,25.07894515991211,2
44.96383,-1.02165,24.34775161743164,2
44.96383,-1.02054,25.21438980102539,2
44.96383,-1.01944,24.89075469970703,2
44.96383,-1.01833,25.142230987548828,2
44.96383,-1.01722,26.31774139404297,2
44.96383,-1.01611,27.018905639648438,2
44.96383,-1.01501,26.94591522216797,2
44.96383,-1.0139,27.653324127197266,2
44.96383,-1.01279,26.621992111206055,2
44.96383,-1.01169,25.957849502563477,2
44.96383,-1.01058,25.698272705078125,2
44.96383,-1.00947,26.38664436340332,2
44.96383,-1.00836,26.179309844970703,2
44.96383,-1.00726,27.460067749023438,2
44.96383,-1.00615,29.568859100341797,2
44.96383,-1.00504,30.656604766845703,2
44.96383,-1.00393,30.399911880493164,2
44.96383,-1.00283,31.346269607543945,2
44.96383,-1.00172,32.97915267944336,2
44.96383,-1.00061,31.589611053466797,2
44.96383,-0.99951,29.172237396240234,3
44.96383,-0.9984,29.518272399902344,3
44.96383,-0.99729,29.69630241394043,3
44.96383,-0.99618,32.771976470947266,3
44.96383,-0.99508,33.85565948486328,3
44.96383,-0.99397,34.024391174316406,3
44.96383,-0.99286,34.40628433227539,3
44.96383,-0.99175,34.11240768432617,3
44.96383,-0.99065,30.756303787231445,3
44.96383,-0.98954,30.701797485351562,3
44.96383,-0.98843,31.51421546936035,3
44.96383,-0.98733,30.797266006469727,3
44.96383,-0.98622,30.06094741821289,3
44.96383,-0.98511,31.180784225463867,3
44.96383,-0.984,30.58778190612793,3
44.96383,-0.9829,31.10921859741211,3
44.96383,-0.98179,32.7340087890625,3
44.96383,-0.98068,32.47108459472656,3
44.96383,-0.97957,31.7025146484375,3
44.96383,-0.97847,32.17594909667969,3
44.96383,-0.97736,33.46696090698242,3
44.96383,-0.97625,34.5899543762207,3
44.96383,-0.97514,36.0630989074707,3
44.96383,-0.97404,35.48282241821289,3
44.96383,-0.97293,36.43967819213867,3
44.96383,-0.97182,36.670291900634766,3
44.96383,-0.97072,36.12153244018555,3
44.96383,-0.96961,35.78962707519531,3
44.96383,-0.9685,36.54541015625,3
44.96383,-0.96739,37.58930206298828,3
44.96383,-0.96629,38.82328414916992,3
44.96383,-0.96518,40.185203552246094,3
44.96383,-0.96407,39.87031555175781,3
44.96383,-0.96296,39.14745330810547,3
44.96383,-0.96186,40.29915237426758,3
44.96383,-0.96075,41.73824691772461,3
44.96383,-0.95964,41.353240966796875,3
44.96383,-0.95854,40.487796783447266,3
44.96383,-0.95743,42.35807800292969,3
44.96383,-0.95632,42.140586853027344,3
44.96383,-0.95521,41.957862854003906,3
44.96383,-0.95411,42.26803207397461,3
44.96383,-0.953,41.39574432373047,3
44.96383,-0.95189,42.2055778503418,3
44.96383,-0.95078,43.59589385986328,3
44.96383,-0.94968,42.45270538330078,3
44.96383,-0.94857,42.24481964111328,3
44.96383,-0.94746,43.56685256958008,3
44.96383,-0.94636,42.91867446899414,3
44.96383,-0.94525,42.13508605957031,3
44.96383,-0.94414,40.31723403930664,3
44.96383,-0.94303,39.84907150268555,3
44.96383,-0.94193,39.77725601196289,3
44.96383,-0.94082,39.72794723510742,3
44.96383,-0.93971,39.28621292114258,3
44.96383,-0.9386,39.8070182800293,3
44.96383,-0.9375,40.504390716552734,3
44.96383,-0.93639,41.21771240234375,3
44.96383,-0.93528,42.49974822998047,3
44.96383,-0.93418,42.350555419921875,3
44.96383,-0.93307,40.350772857666016,3
44.96383,-0.93196,39.880313873291016,3
44.96383,-0.93085,38.90587615966797,3
44.96383,-0.92975,38.15680694580078,3
44.96383,-0.92864,40.043556213378906,3
44.96383,-0.92753,41.41761779785156,3
44.96383,-0.92642,40.555267333984375,3
44.96383,-0.92532,40.50502014160156,3
44.96169,-1.20767,4.454747200012207,4
44.96169,-1.20657,12.533363342285156,4
44.96169,-1.20546,13.83540153503418,4
44.96169,-1.20435,11.451281547546387,4
44.96169,-1.20325,15.228291511535645,4
44.96169,-1.20214,15.659371376037598,4
44.96169,-1.20103,10.790033340454102,4
44.96169,-1.19992,10.732928276062012,4
44.96169,-1.19882,12.398812294006348,4
44.96169,-1.19771,16.547800064086914,4
44.96169,-1.1966,25.876127243041992,4
44.96169,-1.19549,22.677799224853516,4
44.96169,-1.19439,17.07850456237793,4
44.96169,-1.19328,15.93993091583252,4
44.96169,-1.19217,16.065780639648438,4
44.96169,-1.19107,18.645225524902344,4
44.96169,-1.18996,21.80495834350586,4
44.96169,-1.18885,22.41239356994629,4
44.96169,-1.18774,21.510343551635742,4
44.96169,-1.18664,19.51480484008789,4
44.96169,-1.18553,25.260927200317383,5
44.96169,-1.18442,25.05057144165039,5
44.96169,-1.18331,22.689760208129883,5
44.96169,-1.18221,22.64479637145996,5
44.96169,-1.1811,25.07078742980957,5
44.96169,-1.17999,22.35521125793457,5
44.96169,-1.17888,23.17981719970703,5
44.96169,-1.17778,30.733627319335938,5
44.96169,-1.17667,35.575439453125,5
44.96169,-1.17556,36.63346862792969,5
44.96169,-1.17446,33.72836685180664,5
44.96169,-1.17335,30.472942352294922,5
44.96169,-1.17224,23.15444564819336,5
44.96169,-1.17113,22.15386962890625,5
44.96169,-1.17003,24.101036071777344,5
44.96169,-1.16892,24.64366912841797,5
44.96169,-1.16781,31.773616790771484,5
44.96169,-1.1667,36.76612091064453,5
44.96169,-1.1656,39.534278869628906,5
44.96169,-1.16449,37.03013229370117,5
44.96169,-1.16338,28.773754119873047,5
44.96169,-1.16228,28.787410736083984,5
44.96169,-1.16117,30.704328536987305,5
44.96169,-1.16006,29.677209854125977,5
44.96169,-1.15895,24.325803756713867,5
44.96169,-1.15785,23.288352966308594,5
44.96169,-1.15674,23.821470260620117,5
44.96169,-1.15563,22.353059768676758,5
44.96169,-1.15452,22.2706241607666,5
44.96169,-1.15342,21.12558364868164,5
44.96169,-1.15231,20.537071228027344,5
44.96169,-1.1512,23.28884506225586,5
44.96169,-1.1501,25.461593627929688,5
44.96169,-1.14899,23.607383728027344,5
44.96169,-1.14788,22.992694854736328,5
44.96169,-1.14677,22.502586364746094,5
44.96169,-1.14567,21.901975631713867,5
44.96169,-1.14456,21.811019897460938,5
44.96169,-1.14345,19.51614761352539,5
44.96169,-1.14234,20.47076416015625,5
44.96169,-1.14124,20.77500343322754,5
44.96169,-1.14013,20.788616180419922,5
44.96169,-1.13902,21.77048110961914,5
44.96169,-1.13792,22.121492385864258,5
44.96169,-1.13681,20.830198287963867,5
44.96169,-1.1357,21.458059310913086,5
44.96169,-1.13459,22.863203048706055,5
44.96169,-1.13349,13.017142295837402,5
44.96169,-1.13238,10.0,5
44.96169,-1.13127,10.0,5
44.96169,-1.13016,10.0,5
44.96169,-1.12906,10.0,5
44.96169,-1.12795,10.0,5
44.96169,-1.12684,10.0,5
44.96169,-1.12574,10.0,5
44.96169,-1.12463,10.0,5
44.96169,-1.12352,10.0,5
44.96169,-1.12241,10.0,5
44.96169,-1.12131,10.0,5
44.96169,-1.1202,10.0,5
44.96169,-1.11909,10.0,5
44.96169,-1.11798,10.0,5
44.96169,-1.11688,10.0,5
44.96169,-1.11577,10.0,5
44.96169,-1.11466,10.0,5
44.96169,-1.11356,10.0,5
44.96169,-1.11245,10.0,5
44.96169,-1.11134,10.0,5
44.96169,-1.11023,10.0,5
44.96169,-1.10913,10.0,5
44.96169,-1.10802,10.0,5
44.96169,-1.10691,10.0,5
44.96169,-1.1058,10.0,5
44.96169,-1.1047,10.0,5
44.96169,-1.10359,10.0,5
44.96169,-1.10248,10.0,5
44.96169,-1.10138,10.0,5
44.96169,-1.10027,11.327625274658203,5
44.96169,-1.09916,12.084486961364746,5
44.96169,-1.09805,11.871627807617188,5
44.96169,-1.09695,16.804393768310547,5
44.96169,-1.09584,20.655399322509766,5
44.96169,-1.09473,21.618288040161133,5
44.96169,-1.09362,20.67243003845215,5
44.96169,-1.09252,16.562103271484375,5
44.96169,-1.09141,16.706226348876953,5
44.96169,-1.0903,18.558210372924805,5
44.96169,-1.0892,19.82056427001953,5
44.96169,-1.08809,21.29155731201172,5
44.96169,-1.08698,21.624271392822266,5
44.96169,-1.08587,21.474313735961914,5
44.96169,-1.08477,20.792329788208008,5
44.96169,-1.08366,21.159053802490234,5
44.96169,-1.08255,20.132177352905273,5
44.96169,-1.08144,18.717763900756836,5
44.96169,-1.08034,18.698619842529297,5
44.96169,-1.07923,17.83187484741211,5
44.96169,-1.07812,15.966121673583984,5
44.96169,-1.07702,16.171249389648438,5
44.96169,-1.07591,15.892789840698242,5
44.96169,-1.0748,16.700313568115234,6
44.96169,-1.07369,17.16837501525879,6
44.96169,-1.07259,17.483671188354492,6
44.96169,-1.07148,16.5710506439209,6
44.96169,-1.07037,16.692626953125,6
44.96169,-1.06926,17.62761116027832,6
44.96169,-1.06816,17.548480987548828,6
44.96169,-1.06705,21.165996551513672,6
44.96169,-1.06594,22.926666259765625,6
44.96169,-1.06483,20.59461212158203,6
44.96169,-1.06373,19.93582534790039,6
44.96169,-1.06262,20.592573165893555,6
44.96169,-1.06151,20.13632583618164,6
44.96169,-1.06041,18.547426223754883,6
44.96169,-1.0593,18.298385620117188,6
44.96169,-1.05819,18.272056579589844,6
44.96169,-1.05708,16.885099411010742,6
44.96169,-1.05598,18.919004440307617,6
44.96169,-1.05487,19.851224899291992,6
44.96169,-1.05376,21.48845863342285,6
44.96169,-1.05265,21.87021827697754,6
44.96169,-1.05155,21.036849975585938,6
44.96169,-1.05044,20.69573974609375,6
44.96169,-1.04933,22.546958923339844,6
44.96169,-1.04823,24.116544723510742,6
44.96169,-1.04712,23.30760955810547,6
44.96169,-1.04601,22.234785079956055,6
44.96169,-1.0449,21.156335830688477,6
44.96169,-1.0438,20.834226608276367,6
44.96169,-1.04269,21.72407341003418,6
44.96169,-1.04158,25.265628814697266,6
44.96169,-1.04047,29.70176124572754,6
44.96169,-1.03937,28.881427764892578,6
44.96169,-1.03826,26.030912399291992,6
44.96169,-1.03715,23.964946746826172,6
44.96169,-1.03605,24.034332275390625,6
44.96169,-1.03494,26.5274715423584,6
44.96169,-1.03383,24.049091339111328,6
44.96169,-1.03272,22.040813446044922,6
44.96169,-1.03162,23.636795043945312,6
44.96169,-1.03051,25.84047508239746,6
44.96169,-1.0294,25.245637893676758,6
44.96169,-1.02829,25.28813362121582,6
44.96169,-1.02719,26.185810089111328,6
44.96169,-1.02608,27.80541229248047,6
44.96169,-1.02497,25.575117111206055,6
44.96169,-1.02387,25.001148223876953,6
44.96169,-1.02276,24.642993927001953,6
44.96169,-1.02165,24.912755966186523,6
44.96169,-1.02054,24.500492095947266,6
44.96169,-1.01944,24.884611129760742,6
44.96169,-1.01833,27.395706176757812,6
44.96169,-1.01722,27.856027603149414,6
44.96169,-1.01611,28.86203384399414,6
44.96169,-1.01501,30.651247024536133,6
44.96169,-1.0139,29.49365997314453,6
44.96169,-1.01279,29.303773880004883,6
44.96169,-1.01169,29.066621780395508,6
44.96169,-1.01058,27.81102752685547,6
44.96169,-1.00947,25.804031372070312,6
44.96169,-1.00836,26.324602127075195,6
44.96169,-1.00726,29.09174346923828,6
44.96169,-1.00615,30.620784759521484,6
44.96169,-1.00504,32.17427444458008,6
44.96169,-1.00393,31.490543365478516,6
44.96169,-1.00283,29.970104217529297,6
44.96169,-1.00172,28.67145538330078,6
44.96169,-1.00061,31.528820037841797,6
44.96169,-0.99951,34.507606506347656,6
44.96169,-0.9984,28.538097381591797,6
44.96169,-0.99729,34.287147521972656,6
44.96169,-0.99618,31.18987464904785,6
44.96169,-0.99508,29.993167877197266,6
44.96169,-0.99397,30.449495315551758,6
44.96169,-0.99286,31.94527816772461,6
44.96169,-0.99175,32.65300369262695,6
44.96169,-0.99065,32.47667694091797,6
44.96169,-0.98954,31.09838104248047,6
44.96169,-0.98843,32.215396881103516,6
44.96169,-0.98733,31.672521591186523,6
44.96169,-0.98622,30.256589889526367,6
44.96169,-0.98511,30.76984977722168,6
44.96169,-0.984,31.144649505615234,6
44.96169,-0.9829,30.302818298339844,6
44.96169,-0.98179,31.169641494750977,6
44.96169,-0.98068,33.11410140991211,6
44.96169,-0.97957,33.74387741088867,6
44.96169,-0.97847,34.43220520019531,6
44.96169,-0.97736,34.61320495605469,6
44.96169,-0.97625,35.39444351196289,6
44.96169,-0.97514,35.30084228515625,6
44.96169,-0.97404,35.28301239013672,6
44.96169,-0.97293,36.383827209472656,6
44.96169,-0.97182,38.59987258911133,6
44.96169,-0.97072,37.20172882080078,6
44.96169,-0.96961,34.779884338378906,6
44.96169,-0.9685,33.769622802734375,6
44.96169,-0.96739,35.47334671020508,6
44.96169,-0.96629,35.437984466552734,6
44.96169,-0.96518,35.64167022705078,6
44.96169,-0.96407,36.42851638793945,7
44.96169,-0.96296,36.87506103515625,7
44.96169,-0.96186,38.060428619384766,7
44.96169,-0.96075,36.29123306274414,7
44.96169,-0.95964,36.459381103515625,7
44.96169,-0.95854,36.82136917114258,7
44.96169,-0.95743,36.22523880004883,7
44.96169,-0.95632,35.956905364990234,7
44.96169,-0.95521,35.987064361572266,7
44.96169,-0.95411,35.60371780395508,7
44.96169,-0.953,36.958404541015625,7
44.96169,-0.95189,37.78509521484375,7
44.96169,-0.95078,38.29557800292969,7
44.96169,-0.94968,37.99934768676758,7
44.96169,-0.94857,39.19081115722656,7
44.96169,-0.94746,40.086849212646484,7
44.96169,-0.94636,40.26869201660156,7
44.96169,-0.94525,38.85659408569336,7
44.96169,-0.94414,38.083984375,7
44.96169,-0.94303,37.4894905090332,7
44.96169,-0.94193,39.367977142333984,7
44.96169,-0.94082,40.36598587036133,7
44.96169,-0.93971,41.64772033691406,7
44.96169,-0.9386,40.979156494140625,7
44.96169,-0.9375,40.72922134399414,7
44.96169,-0.93639,41.60921859741211,7
44.96169,-0.93528,38.7398681640625,7
44.96169,-0.93418,39.262428283691406,7
44.96169,-0.93307,40.94504928588867,7
44.96169,-0.93196,42.699974060058594,7
44.96169,-0.93085,43.70277786254883,7
44.96169,-0.92975,41.89087677001953,7
44.96169,-0.92864,42.589622497558594,7
44.96169,-0.92753,42.487606048583984,7
44.96169,-0.92642,42.5455207824707,7
44.96169,-0.92532,43.32826614379883,7
44.95954,-1.20878,0.07106505334377289,8
44.95954,-1.20767,4.056301593780518,8
44.95954,-1.20657,10.578634262084961,8
44.95954,-1.20546,12.906188011169434,8
44.95954,-1.20435,8.752060890197754,8
44.95954,-1.20325,9.699858665466309,8
44.95954,-1.20214,10.161389350891113,8
44.95954,-1.20103,14.797873497009277,8
44.95954,-1.19992,19.51917266845703,8
44.95954,-1.19882,23.58539581298828,8
44.95954,-1.19771,26.006555557250977,8
44.95954,-1.1966,27.44933319091797,8
44.95954,-1.19549,28.584274291992188,8
44.95954,-1.19439,28.348318099975586,8
44.95954,-1.19328,25.181245803833008,8
44.95954,-1.19217,20.151226043701172,8
44.95954,-1.19107,21.16120719909668,8
44.95954,-1.18996,26.288026809692383,8
44.95954,-1.18885,27.324302673339844,8
44.95954,-1.18774,26.09229850769043,8
44.95954,-1.18664,24.914283752441406,8
44.95954,-1.18553,27.345552444458008,8
44.95954,-1.18442,25.003747940063477,8
44.95954,-1.18331,30.263460159301758,8
44.95954,-1.18221,37.15688705444336,8
44.95954,-1.1811,39.1255989074707,8
44.95954,-1.17999,31.958602905273438,8
44.95954,-1.17888,24.845956802368164,8
44.95954,-1.17778,24.17410659790039,8
44.95954,-1.17667,27.348712921142578,8
44.95954,-1.17556,31.61134147644043,8
44.95954,-1.17446,34.32992935180664,8
44.95954,-1.17335,21.48882293701172,8
44.95954,-1.17224,21.80230140686035,8
44.95954,-1.17113,33.25374221801758,8
44.95954,-1.17003,44.689937591552734,8
44.95954,-1.16892,42.72113800048828,8
44.95954,-1.16781,37.164093017578125,8
44.95954,-1.1667,24.520526885986328,8
44.95954,-1.1656,17.8826904296875,8
44.95954,-1.16449,20.110816955566406,8
44.95954,-1.16338,21.646867752075195,8
44.95954,-1.16228,22.373735427856445,8
44.95954,-1.16117,21.300989151000977,8
44.95954,-1.16006,22.034358978271484,8
44.95954,-1.15895,22.66803741455078,8
44.95954,-1.15785,21.457042694091797,8
44.95954,-1.15674,21.057270050048828,8
44.95954,-1.15563,21.508331298828125,8
44.95954,-1.15452,25.024370193481445,8
44.95954,-1.15342,23.063732147216797,8
44.95954,-1.15231,22.561790466308594,8
44.95954,-1.1512,21.89071273803711,8
44.95954,-1.1501,22.104999542236328,9
44.95954,-1.14899,22.054176330566406,9
44.95954,-1.14788,22.124853134155273,9
44.95954,-1.14677,22.108673095703125,9
44.95954,-1.14567,21.372669219970703,9
44.95954,-1.14456,21.467504501342773,9
44.95954,-1.14345,21.07451820373535,9
44.95954,-1.14234,21.095144271850586,9
44.95954,-1.14124,25.119712829589844,9
44.95954,-1.14013,27.111557006835938,9
44.95954,-1.13902,23.23467254638672,9
44.95954,-1.13792,22.58892250061035,9
44.95954,-1.13681,23.138708114624023,9
44.95954,-1.1357,22.569398880004883,9
44.95954,-1.13459,21.997602462768555,9
44.95954,-1.13349,21.324853897094727,9
44.95954,-1.13238,21.494388580322266,9
44.95954,-1.13127,19.718029022216797,9
44.95954,-1.13016,10.0,9
44.95954,-1.12906,10.0,9
44.95954,-1.12795,10.0,9
44.95954,-1.12684,10.0,9
44.95954,-1.12574,10.0,9
44.95954,-1.12463,10.0,9
44.95954,-1.12352,10.0,9
44.95954,-1.12241,10.0,9
44.95954,-1.12131,10.0,9
44.95954,-1.1202,10.0,9
44.95954,-1.11909,10.0,9
44.95954,-1.11798,10.0,9
44.95954,-1.11688,10.0,9
44.95954,-1.11577,10.0,9
44.95954,-1.11466,10.0,9
44.95954,-1.11356,10.0,9
44.95954,-1.11245,10.0,9
44.95954,-1.11134,10.0,9
44.95954,-1.11023,10.0,9
44.95954,-1.10913,10.0,9
44.95954,-1.10802,10.0,9
44.95954,-1.10691,10.0,9
44.95954,-1.1058,10.0,9
44.95954,-1.1047,10.0,9
44.95954,-1.10359,10.0,9
44.95954,-1.10248,10.0,9
44.95954,-1.10138,10.218748092651367,9
44.95954,-1.10027,12.509153366088867,9
44.95954,-1.09916,13.894314765930176,9
44.95954,-1.09805,14.44269847869873,9
44.95954,-1.09695,15.910688400268555,9
44.95954,-1.09584,15.363675117492676,9
44.95954,-1.09473,13.442583084106445,9
44.95954,-1.09362,13.192097663879395,9
44.95954,-1.09252,13.849428176879883,9
