5.751910996745332808e-03,9.986555354436263965e-01,1.163999040761486831e-01
7.492620903655730288e-03,9.990093419058315716e-01,1.177096335831861740e-01
9.309013849995563181e-03,9.994692903066847434e-01,1.194436416629260367e-01
1.248770150609254670e-02,9.998584774151210164e-01,1.229608495409797719e-01
1.566638916218851887e-02,9.999292387075529032e-01,1.267793566953003270e-01
1.952622417316255896e-02,1.000000000000000000e+00,1.315939961507480160e-01
2.338605918413659904e-02,1.000000000000000000e+00,1.368329141788980907e-01
2.724589419511064259e-02,1.000000000000000000e+00,1.420902791015133393e-01
3.110572920608468267e-02,1.000000000000000000e+00,1.472308136925146449e-01
3.496556421705872275e-02,1.000000000000000000e+00,1.520577510776061347e-01
3.882539922803276283e-02,1.000000000000000000e+00,1.564112181714208405e-01
4.268523423900680985e-02,1.000000000000000000e+00,1.606540038984437535e-01
4.654506924998084993e-02,1.000000000000000000e+00,1.644848089824078319e-01
5.040490426095489002e-02,1.000000000000000000e+00,1.677991010213430445e-01
5.426473927192893010e-02,1.000000000000000000e+00,1.707014124172196445e-01
5.812457428290297018e-02,1.000000000000000000e+00,1.731487004162849119e-01
6.198440929387701026e-02,1.000000000000000000e+00,1.757804573600034170e-01
6.584424430485105728e-02,1.000000000000000000e+00,1.779633398717324899e-01
6.970407931582509042e-02,1.000000000000000000e+00,1.798264762127296801e-01
7.356391432679913744e-02,1.000000000000000000e+00,1.814559518904992619e-01
7.742374933777318446e-02,1.000000000000000000e+00,1.827964262216457136e-01
8.128358434874721761e-02,1.000000000000000000e+00,1.840016233267129375e-01
8.514341935972126463e-02,1.000000000000000000e+00,1.844013060401279991e-01
8.900325437069529777e-02,1.000000000000000000e+00,1.837310688745548426e-01
9.286308938166934479e-02,1.000000000000000000e+00,1.818986773576667104e-01
9.672292439264337793e-02,1.000000000000000000e+00,1.788487908060675813e-01
1.005827594036174250e-01,1.000000000000000000e+00,1.745752602549360821e-01
1.044425944145914720e-01,1.000000000000000000e+00,1.692625546489249233e-01
1.083024294255655051e-01,1.000000000000000000e+00,1.638945083595176322e-01
1.121622644365395521e-01,1.000000000000000000e+00,1.593688702506932120e-01
1.160220994475135853e-01,1.000000000000000000e+00,1.565649422919651312e-01
1.198819344584876323e-01,1.000000000000000000e+00,1.560914720006887357e-01
1.237417694694616793e-01,1.000000000000000000e+00,1.585018662108234055e-01
1.276016044804357263e-01,1.000000000000000000e+00,1.640605304097053352e-01
1.314614394914097595e-01,1.000000000000000000e+00,1.726198894416123841e-01
1.353212745023837926e-01,1.000000000000000000e+00,1.837249199097333030e-01
1.391811095133578258e-01,1.000000000000000000e+00,1.967053846484944912e-01
1.430409445243318867e-01,1.000000000000000000e+00,2.107742161607092102e-01
1.469007795353059198e-01,1.000000000000000000e+00,2.252488793511612519e-01
1.507606145462799530e-01,1.000000000000000000e+00,2.394714349839204837e-01
1.546204495572540139e-01,1.000000000000000000e+00,2.528515824360970110e-01
1.584802845682280470e-01,1.000000000000000000e+00,2.647682762606916040e-01
1.623401195792020801e-01,1.000000000000000000e+00,2.736043387095782320e-01
1.661999545901761410e-01,1.000000000000000000e+00,2.783513395519865430e-01
1.700597896011501742e-01,1.000000000000000000e+00,2.788555546673716079e-01
1.739196246121242073e-01,1.000000000000000000e+00,2.761069673920394374e-01
1.777794596230982405e-01,1.000000000000000000e+00,2.711693486401565156e-01
1.816392946340723014e-01,1.000000000000000000e+00,2.642825080397715465e-01
1.854991296450463345e-01,1.000000000000000000e+00,2.562765558418241274e-01
1.893589646560203676e-01,1.000000000000000000e+00,2.479508574731443260e-01
1.932187996669944285e-01,1.000000000000000000e+00,2.401355231846718785e-01
1.970786346779684617e-01,1.000000000000000000e+00,2.333593639510786188e-01
2.009384696889424948e-01,1.000000000000000000e+00,2.276469756316523985e-01
2.047983046999165280e-01,1.000000000000000000e+00,2.236317016030349436e-01
2.086581397108905889e-01,1.000000000000000000e+00,2.215595004580976912e-01
2.125179747218646220e-01,1.000000000000000000e+00,2.213012439355833694e-01
2.163778097328386552e-01,1.000000000000000000e+00,2.218485018047212098e-01
2.202376447438127161e-01,1.000000000000000000e+00,2.227339527390563012e-01
2.240974797547867492e-01,1.000000000000000000e+00,2.238346174421537438e-01
2.279573147657607823e-01,1.000000000000000000e+00,2.251320490195474477e-01
2.318171497767348432e-01,1.000000000000000000e+00,2.265709067878422800e-01
2.356769847877088764e-01,1.000000000000000000e+00,2.281388928173940789e-01
2.395368197986829095e-01,1.000000000000000000e+00,2.298421560730251056e-01
