-1.406457058823529514e+05,4.953710176470587961e+06,-1.956862745098039147e+00
-1.406457058823529514e+05,4.953927823529412039e+06,-1.918039215686274668e+00
-1.406457058823529514e+05,4.954371823529412039e+06,-2.434901960784313424e+00
-1.406391764705882233e+05,4.953605705882352777e+06,-1.970392156862745381e+00
-1.406391764705882233e+05,4.953827705882352777e+06,-1.866078431372549140e+00
-1.406391764705882233e+05,4.954160705882352777e+06,-2.167254901960784519e+00
-1.406391764705882233e+05,4.954271705882352777e+06,-2.303137254901960862e+00
-1.406391764705882233e+05,4.954698294117647223e+06,-3.010784313725489714e+00
-1.406391764705882233e+05,4.954826705882352777e+06,-2.984901960784313690e+00
-1.406348235294117767e+05,4.954032294117647223e+06,-1.938627450980392242e+00
-1.406348235294117767e+05,4.954476294117647223e+06,-2.543921568627451002e+00
-1.406348235294117767e+05,4.954587294117647223e+06,-2.785294117647059142e+00
-1.406348235294117767e+05,4.954920294117647223e+06,-2.960196078431372335e+00
-1.405522482352941297e+05,4.928755069411764853e+06,-5.117685325472964841e-01
-1.405442605882353091e+05,4.928788347647058778e+06,-5.933426255425985341e-01
-1.405347058823529514e+05,4.953488176470587961e+06,-1.153333333333333321e+00
-1.405347058823529514e+05,4.953705823529412039e+06,-6.866666666666667584e-01
-1.405347058823529514e+05,4.954265176470587961e+06,-5.029411764705882248e-01
-1.405347058823529514e+05,4.954371823529412039e+06,-6.421568627450978672e-01
-1.405347058823529514e+05,4.955264176470587961e+06,-1.671960784313725412e+00
-1.405347058823529514e+05,4.956152176470587961e+06,-2.427450980392157565e+00
-1.405290252941176586e+05,4.928805759411764331e+06,-4.602053706406377120e-01
-1.405281764705882233e+05,4.953605705882352777e+06,-8.898039215686275316e-01
-1.405281764705882233e+05,4.953827705882352777e+06,-4.772549019607844056e-01
-1.405281764705882233e+05,4.953938705882352777e+06,-3.692156862745097912e-01
-1.405281764705882233e+05,4.954587294117647223e+06,-1.108235294117647207e+00
-1.405281764705882233e+05,4.955048705882352777e+06,-1.676470588235294157e+00
-1.405281764705882233e+05,4.955603705882352777e+06,-1.329215686274509922e+00
-1.405281764705882233e+05,4.956030294117647223e+06,-2.031176470588235805e+00
