2.407352236285419111e-01,4.150685922506932579e-01,1.070884051905926171e+00
2.448632882351466922e-01,4.042460202530935853e-01,1.075760096507409669e+00
2.426499896863310579e-01,4.072566912502487702e-01,1.074319061770124595e+00
2.409251138584552476e-01,4.150983189309102039e-01,1.074285325049056272e+00
2.410131139415575829e-01,4.168108878929898675e-01,1.074045925408089408e+00
2.435378852971595565e-01,4.057526461046527255e-01,1.073284063221389140e+00
2.420609530423837030e-01,4.088578389262468304e-01,1.076590589350523652e+00
2.414828978590601583e-01,4.104568152018367999e-01,1.075707488165540626e+00
2.413893773660225617e-01,4.203417029512555025e-01,1.072244034363071252e+00
2.431617999504345762e-01,4.371510340958051910e-01,1.053022619203402233e+00
2.411732651889175461e-01,4.121278292480519689e-01,1.076108166869407468e+00
2.408059798505038096e-01,4.133691280024694992e-01,1.072101863269261823e+00
2.412037610018654410e-01,4.185755982152722932e-01,1.073836596738653615e+00
2.416165303629961014e-01,4.221280440294033487e-01,1.070355532788732633e+00
2.417224272589532652e-01,4.243421718072328264e-01,1.065347542625414423e+00
2.428782705089903016e-01,4.349507949559368591e-01,1.054749359943910836e+00
2.433479208681884054e-01,4.384975035554752876e-01,1.052138484377439953e+00
2.438091570541786046e-01,4.402004364945092396e-01,1.055150177596699379e+00
2.425290897407927082e-01,6.299322875471265355e-03,1.074394473662363625e+00
2.425318944651953523e-01,6.331533138292042180e-03,1.074496617699079559e+00
2.422712034938856174e-01,6.617179826161577461e-03,1.069417675007084068e+00
2.419943668074958365e-01,6.932116139192123425e-03,1.063729028556350542e+00
2.417800354077908886e-01,7.779961295522661198e-03,1.056130212240038890e+00
2.425535754300198188e-01,6.279287717377616228e-03,1.075045989103110777e+00
2.425569589070769860e-01,6.270241371764017323e-03,1.075091594521608629e+00
2.425739208117962675e-01,6.305087839595124345e-03,1.075115338111410912e+00
2.425774230073467486e-01,6.288479748014904822e-03,1.075305846604415416e+00
2.421780985155737032e-01,4.296419012410469529e-01,1.058357463855582381e+00
2.424155206622120584e-01,4.318373327754514990e-01,1.055546231919211264e+00
2.421465193963756035e-01,4.278702119128623971e-01,1.062506083220691178e+00
2.425839228448510576e-01,6.331325016838280396e-03,1.075134228758224175e+00
2.421990523296269904e-01,6.906454764615503096e-03,1.067169163461993753e+00
2.456594441303356635e-01,4.036207193615113376e-01,1.077481607261559393e+00
2.446436590226800101e-01,4.046671193169507630e-01,1.077308671098994974e+00
2.420418096853518275e-01,4.097010221621221193e-01,1.081177741063187314e+00
2.410887969809890341e-01,4.168122753693079274e-01,1.075523364916442404e+00
2.421357160134927911e-01,4.260872285274302507e-01,1.067358991351452291e+00
2.426494406132998771e-01,4.331781413317246088e-01,1.055786573888534363e+00
2.425872766422838556e-01,6.365644243682460658e-03,1.075232293297491371e+00
2.428572721755025421e-01,1.033750333790733542e-02,1.059708267670771642e+00
2.415255474777521227e-01,4.117311081432105668e-01,1.081132502314210875e+00
2.413641942056475864e-01,4.133924098551691739e-01,1.081366846490519062e+00
2.413667318134392059e-01,4.181470622783540758e-01,1.078107293767441632e+00
2.415357572681682552e-01,4.199115783539331681e-01,1.076560255848473036e+00
